iteration,timestamp,f1_score,precision,recall,tp,fp,fn,tn,exclusions_added_this_iteration,training_data_size,evaluation_samples
1,2025-05-30T16:11:18.020687,0.5066666666666667,0.4634146341463415,0.5588235294117647,76,88,60,1594,56,148,1818
2,2025-05-30T16:11:32.135256,0.6201550387596899,0.6779661016949152,0.5714285714285714,40,19,30,1063,16,164,1152
