frame,laplacian,tenengrad,fft,is_blurry_percentile,is_blurry_stddev,is_blurry_fixed
685,537.75,11.93,2.76,True,False,True
686,537.16,11.90,2.76,True,False,True
687,532.66,11.88,2.75,True,False,True
688,542.45,11.93,2.77,True,False,True
689,537.41,11.95,2.77,True,False,True
690,552.42,12.05,2.78,True,False,True
691,539.75,12.01,2.77,True,False,True
692,552.15,12.09,2.78,True,False,True
693,552.21,12.12,2.79,True,False,True
694,546.47,12.10,2.79,True,False,True
695,533.94,12.19,2.80,True,False,True
696,547.06,12.36,2.82,True,False,True
697,548.51,12.48,2.84,True,False,True
698,544.82,12.55,2.85,True,False,True
699,547.40,12.54,2.84,True,False,True
700,546.35,12.53,2.84,True,False,True
701,541.59,12.56,2.84,True,False,True
702,554.05,12.39,2.84,True,False,True
703,546.83,12.40,2.83,True,False,True
704,567.43,14.15,3.35,False,False,True
705,522.96,12.40,2.87,True,True,True
706,533.49,12.25,2.81,True,False,True
707,533.56,12.32,2.81,True,False,True
708,528.86,12.30,2.81,True,True,True
709,533.52,12.46,2.85,True,False,True
710,532.71,12.46,2.83,True,False,True
711,528.56,12.46,2.82,True,True,True
712,539.78,12.73,2.90,False,False,True
713,533.81,12.59,2.87,True,False,True
714,548.48,12.63,2.86,False,False,True
715,536.56,12.74,2.89,True,False,True
716,548.54,12.59,2.85,True,False,True
717,548.46,12.61,2.85,True,False,True
718,557.99,12.68,2.87,False,False,True
719,571.42,17.05,3.72,False,False,True
720,556.99,12.57,2.88,False,False,True
721,555.82,12.49,2.84,True,False,True
722,551.03,12.43,2.84,True,False,True
723,554.60,12.53,2.85,True,False,True
724,580.76,13.10,3.09,False,False,True
725,579.08,12.88,2.98,False,False,True
726,558.11,12.23,2.82,True,False,True
727,551.75,12.20,2.80,True,False,True
728,561.85,13.02,2.96,False,False,True
729,528.71,12.42,2.83,True,True,True
730,541.27,12.57,2.85,True,False,True
731,540.88,12.32,2.81,True,False,True
732,535.73,12.30,2.81,True,False,True
733,562.23,12.90,2.93,False,False,True
734,537.95,12.32,2.81,True,False,True
735,534.14,12.26,2.79,True,False,True
736,543.92,12.31,2.81,True,False,True
737,574.59,14.04,3.40,False,False,True
738,556.35,12.67,2.95,False,False,True
739,522.57,11.83,2.76,True,True,True
740,564.18,15.14,3.45,False,False,True
741,546.62,11.95,2.78,True,False,True
742,546.54,11.97,2.80,True,False,True
743,569.13,12.88,3.00,False,False,True
744,558.51,12.02,2.81,True,False,True
745,591.59,17.33,3.81,False,False,True
746,553.47,12.00,2.81,True,False,True
747,557.68,12.04,2.81,True,False,True
748,556.64,12.00,2.81,True,False,True
749,551.94,11.98,2.80,True,False,True
750,562.61,12.00,2.81,True,False,True
751,556.54,11.97,2.80,True,False,True
752,544.51,11.95,2.79,True,False,True
753,532.31,11.86,2.77,True,False,True
754,544.12,11.90,2.77,True,False,True
755,543.85,11.90,2.78,True,False,True
756,533.11,11.89,2.80,True,False,True
757,535.76,11.92,2.80,True,False,True
758,534.71,11.88,2.79,True,False,True
759,530.30,11.86,2.78,True,False,True
760,539.73,11.90,2.80,True,False,True
761,534.00,11.85,2.79,True,False,True
762,548.32,11.89,2.80,True,False,True
763,535.80,11.81,2.78,True,False,True
764,548.31,11.86,2.79,True,False,True
765,548.27,11.87,2.79,True,False,True
766,547.49,11.89,2.81,True,False,True
767,534.51,11.94,2.81,True,False,True
768,547.94,12.16,2.84,True,False,True
769,549.25,12.37,2.87,False,False,True
770,548.58,12.54,2.90,False,False,True
771,556.35,12.75,2.92,False,False,True
772,557.68,12.89,2.94,False,False,True
773,552.73,12.87,2.93,False,False,True
774,555.78,12.44,2.90,False,False,True
775,549.62,12.41,2.89,False,False,True
776,536.98,12.39,2.88,True,False,True
777,524.56,12.29,2.86,True,True,True
778,536.22,12.32,2.86,True,False,True
779,535.67,12.32,2.86,True,False,True
780,530.84,12.30,2.87,True,False,True
781,534.75,12.38,2.87,True,False,True
782,535.13,12.49,2.89,True,False,True
783,531.88,12.65,2.90,True,False,True
784,544.96,12.89,2.94,False,False,True
785,543.13,13.00,2.95,False,False,True
786,557.75,13.06,2.96,False,False,True
787,543.90,12.94,2.94,False,False,True
788,556.52,12.98,2.93,False,False,True
789,555.39,12.95,2.93,False,False,True
790,576.50,13.57,3.05,False,False,True
791,561.43,13.86,3.11,False,False,True
792,564.48,14.40,3.22,False,False,True
793,564.74,14.75,3.31,False,False,True
794,582.11,15.38,3.44,False,False,True
795,585.78,15.54,3.46,False,False,True
796,585.18,15.63,3.48,False,False,True
797,580.82,15.73,3.49,False,False,True
798,591.67,15.74,3.51,False,False,True
799,585.80,15.70,3.49,False,False,True
800,574.21,15.74,3.47,False,False,True
801,562.80,15.67,3.44,False,False,True
802,575.18,15.70,3.44,False,False,True
803,574.92,15.66,3.43,False,False,True
804,570.24,15.54,3.41,False,False,True
805,573.15,15.47,3.38,False,False,True
806,571.52,15.31,3.34,False,False,True
807,567.28,15.17,3.31,False,False,True
808,577.25,15.12,3.30,False,False,True
809,571.20,14.95,3.26,False,False,True
810,558.96,13.90,3.12,False,False,True
811,546.29,13.81,3.10,False,False,True
812,559.10,13.88,3.11,False,False,True
813,558.73,13.88,3.10,False,False,True
814,560.37,13.87,3.12,False,False,True
815,546.26,13.78,3.09,False,False,True
816,558.71,13.83,3.09,False,False,True
817,558.52,13.83,3.09,False,False,True
818,553.91,13.81,3.09,False,False,True
819,558.22,13.84,3.09,False,False,True
820,557.16,13.81,3.09,False,False,True
821,552.49,13.79,3.07,False,False,True
822,563.38,13.81,3.08,False,False,True
823,557.49,13.77,3.07,False,False,True
824,545.27,13.74,3.06,False,False,True
825,533.18,13.64,3.03,True,False,True
826,545.09,13.68,3.04,False,False,True
827,545.20,13.64,3.03,False,False,True
828,538.25,13.00,2.94,False,False,True
829,541.20,13.03,2.94,False,False,True
830,540.75,13.00,2.94,False,False,True
831,536.69,12.98,2.94,True,False,True
832,546.79,13.06,2.96,False,False,True
833,541.32,13.02,2.95,False,False,True
834,556.52,13.10,2.96,False,False,True
835,543.95,13.05,2.94,False,False,True
836,556.78,13.12,2.95,False,False,True
837,557.15,13.14,2.95,False,False,True
838,554.37,13.15,2.95,False,False,True
839,540.73,13.09,2.93,False,False,True
840,553.25,13.13,2.94,False,False,True
841,553.86,13.13,2.94,False,False,True
842,549.23,13.09,2.94,False,False,True
843,553.35,13.13,2.94,False,False,True
844,552.31,13.10,2.94,False,False,True
845,547.58,13.09,2.93,False,False,True
846,556.78,12.75,2.90,False,False,True
847,550.65,12.71,2.89,False,False,True
