processed_index,original_index,filename,laplacian,tenengrad,fft,is_blurry_percentile,is_blurry_stddev,is_blurry_fixed
0,0,0.jpg,1313.36,55.94,11.32,False,False,False
1,1,1.jpg,1184.67,55.89,11.25,False,False,False
2,2,2.jpg,1197.65,56.34,11.28,False,False,False
3,3,3.jpg,1361.56,57.63,11.55,False,False,False
4,4,4.jpg,1133.02,56.00,11.29,False,False,False
5,5,5.jpg,1102.26,55.11,11.21,False,False,False
6,6,6.jpg,1337.44,57.06,11.58,False,False,False
7,7,7.jpg,1133.64,55.74,11.31,False,False,False
8,8,8.jpg,1099.15,55.04,11.22,False,False,False
9,9,9.jpg,1318.87,56.69,11.58,False,False,False
10,10,10.jpg,1131.26,55.17,11.23,False,False,False
11,11,11.jpg,1080.80,54.53,11.05,True,False,False
12,12,12.jpg,1262.01,53.71,10.88,False,False,False
13,13,13.jpg,1084.29,52.86,10.51,True,True,False
14,14,14.jpg,1065.52,52.52,10.42,True,True,False
15,15,15.jpg,1292.56,54.50,10.79,False,False,False
16,16,16.jpg,1096.99,53.06,10.46,True,True,False
17,17,17.jpg,1058.34,52.63,10.38,True,True,False
18,18,18.jpg,1278.93,54.18,10.67,False,False,False
19,19,19.jpg,1108.56,52.85,10.42,True,True,False
20,20,20.jpg,1095.94,52.77,10.40,True,True,False
