processed_index,original_index,filename,laplacian,tenengrad,fft,is_blurry_percentile,is_blurry_stddev,is_blurry_fixed
0,0,0.jpg,651.66,30.54,8.95,False,False,True
1,1,1.jpg,652.73,29.68,8.80,True,False,True
2,2,2.jpg,610.84,20.42,5.82,True,True,True
3,3,3.jpg,592.48,15.10,4.71,True,True,True
4,4,4.jpg,606.86,15.67,4.83,True,True,True
5,5,5.jpg,617.99,16.00,5.08,True,True,True
6,6,6.jpg,613.47,16.23,5.09,True,True,True
7,7,7.jpg,613.23,17.25,5.84,True,True,True
8,8,8.jpg,612.96,21.59,6.47,True,True,True
9,9,9.jpg,648.22,30.24,9.03,False,False,True
10,10,10.jpg,642.48,29.94,8.73,True,False,True
11,11,11.jpg,641.84,29.03,8.46,True,False,True
12,12,12.jpg,647.04,29.74,8.77,True,False,True
13,13,13.jpg,628.20,29.02,8.70,True,True,True
14,14,14.jpg,639.17,29.64,8.65,True,False,True
15,15,15.jpg,644.57,30.22,8.90,False,False,True
16,16,16.jpg,648.26,31.18,9.20,False,False,True
17,17,17.jpg,644.24,31.53,9.58,False,False,True
18,18,18.jpg,661.51,32.41,9.63,False,False,True
19,19,19.jpg,666.18,33.92,9.94,False,False,True
20,20,20.jpg,658.86,32.89,9.83,False,False,True
21,21,21.jpg,671.34,35.39,10.38,False,False,False
22,22,22.jpg,670.10,36.85,11.02,False,False,False
23,23,23.jpg,663.13,36.13,10.70,False,False,False
24,24,24.jpg,680.06,36.88,10.84,False,False,False
25,25,25.jpg,670.22,37.17,10.85,False,False,False
26,26,26.jpg,674.18,36.72,10.71,False,False,False
27,27,27.jpg,664.06,35.11,10.31,False,False,False
28,28,28.jpg,663.70,35.42,10.37,False,False,False
29,29,29.jpg,657.63,35.65,10.71,False,False,False
30,30,30.jpg,670.32,36.00,10.74,False,False,False
31,31,31.jpg,660.78,33.77,10.14,False,False,False
32,32,32.jpg,657.57,36.02,10.59,False,False,False
33,33,33.jpg,657.19,34.85,10.28,False,False,False
34,34,34.jpg,670.12,35.69,10.48,False,False,False
35,35,35.jpg,664.69,37.06,10.99,False,False,False
36,36,36.jpg,665.46,35.68,10.64,False,False,False
37,37,37.jpg,654.08,35.38,10.44,False,False,False
38,38,38.jpg,663.39,35.60,10.55,False,False,False
39,39,39.jpg,660.06,33.40,9.96,False,False,True
40,40,40.jpg,661.89,35.88,10.53,False,False,False
41,41,41.jpg,664.79,35.72,10.53,False,False,False
42,42,42.jpg,670.48,37.04,10.90,False,False,False
43,43,43.jpg,664.54,37.20,10.87,False,False,False
44,44,44.jpg,671.01,35.00,10.44,False,False,False
45,45,45.jpg,662.16,34.77,10.41,False,False,False
46,46,46.jpg,661.89,35.54,10.58,False,False,False
47,47,47.jpg,654.39,35.90,10.63,False,False,False
48,48,48.jpg,661.52,35.39,10.50,False,False,False
49,49,49.jpg,653.42,35.18,10.34,False,False,False
50,50,50.jpg,651.57,35.08,10.32,False,False,False
51,51,51.jpg,649.76,32.64,9.71,False,False,True
52,52,52.jpg,651.13,32.68,9.68,False,False,True
53,53,53.jpg,648.18,33.46,9.74,False,False,True
54,54,54.jpg,663.05,33.26,9.67,False,False,True
55,55,55.jpg,652.16,33.10,9.69,False,False,True
56,56,56.jpg,653.51,34.14,9.92,False,False,True
57,57,57.jpg,646.58,33.18,9.63,False,False,True
58,58,58.jpg,645.53,32.17,9.52,False,False,True
59,59,59.jpg,641.96,31.82,9.47,True,False,True
60,60,60.jpg,642.55,29.80,9.10,True,False,True
61,61,61.jpg,644.30,30.55,9.10,False,False,True
62,62,62.jpg,645.42,30.05,8.93,False,False,True
63,63,63.jpg,647.79,29.94,8.88,True,False,True
64,64,64.jpg,654.43,28.87,8.68,True,False,True
65,65,65.jpg,646.25,28.10,8.40,True,False,True
66,66,66.jpg,635.20,26.88,8.15,True,False,True
67,67,67.jpg,624.59,26.16,7.88,True,True,True
68,68,68.jpg,634.17,26.48,7.97,True,False,True
69,69,69.jpg,632.92,26.52,8.03,True,False,True
70,70,70.jpg,628.81,28.69,8.52,True,True,True
71,71,71.jpg,633.86,28.21,8.56,True,False,True
72,72,72.jpg,636.68,31.68,9.43,True,False,True
73,73,73.jpg,632.31,32.08,9.52,True,True,True
74,74,74.jpg,646.71,32.89,9.72,False,False,True
75,75,75.jpg,640.10,31.83,9.54,True,False,True
76,76,76.jpg,643.10,31.55,9.60,False,False,True
77,77,77.jpg,636.49,31.50,9.57,True,False,True
78,78,78.jpg,656.28,32.17,9.62,False,False,True
79,79,79.jpg,648.59,32.45,9.68,False,False,True
80,80,80.jpg,649.36,32.50,9.76,False,False,True
81,81,81.jpg,656.87,32.35,9.67,False,False,True
82,82,82.jpg,656.39,31.94,9.24,False,False,True
83,83,83.jpg,651.86,31.42,8.99,False,False,True
84,84,84.jpg,665.11,31.07,8.95,False,False,True
