processed_index,original_index,filename,laplacian,tenengrad,fft,is_blurry_percentile,is_blurry_stddev,is_blurry_fixed
0,0,0.jpg,556.50,18.79,5.01,False,False,True
1,1,1.jpg,543.03,16.29,4.69,True,True,True
2,2,2.jpg,543.56,16.00,4.58,True,True,True
3,3,3.jpg,615.15,24.49,6.81,False,False,True
4,4,4.jpg,586.99,21.34,5.94,False,False,True
5,5,5.jpg,577.00,19.81,5.48,False,False,True
6,6,6.jpg,518.41,15.47,4.30,True,True,True
7,7,7.jpg,572.27,19.52,5.11,False,False,True
8,8,8.jpg,571.29,19.62,5.12,False,False,True
9,9,9.jpg,565.95,19.81,5.12,False,False,True
10,10,10.jpg,558.19,19.47,5.07,False,False,True
11,11,11.jpg,568.43,19.45,5.07,False,False,True
12,12,12.jpg,564.40,19.33,5.03,False,False,True
13,13,13.jpg,563.74,19.61,5.10,False,False,True
14,14,14.jpg,563.08,19.58,5.10,False,False,True
15,15,15.jpg,552.88,17.54,4.69,True,False,True
16,16,16.jpg,553.92,18.48,4.87,False,False,True
17,17,17.jpg,555.58,17.04,4.53,True,True,True
18,18,18.jpg,553.71,17.74,4.71,True,False,True
19,19,19.jpg,567.69,18.94,4.93,False,False,True
20,20,20.jpg,548.62,16.50,4.29,True,True,True
21,21,21.jpg,561.32,17.01,4.47,True,True,True
22,22,22.jpg,569.54,18.75,4.88,False,False,True
23,23,23.jpg,566.57,18.56,4.82,False,False,True
24,24,24.jpg,567.93,18.84,4.87,False,False,True
25,25,25.jpg,565.83,18.65,4.83,False,False,True
26,26,26.jpg,541.88,15.59,3.93,True,True,True
27,27,27.jpg,571.54,18.49,4.79,False,False,True
28,28,28.jpg,568.85,18.85,4.91,False,False,True
29,29,29.jpg,566.59,18.34,4.77,False,False,True
30,30,30.jpg,560.69,18.64,4.81,False,False,True
31,31,31.jpg,568.64,18.54,4.83,False,False,True
32,32,32.jpg,564.64,17.97,4.70,True,False,True
33,33,33.jpg,561.50,18.13,4.73,True,False,True
34,34,34.jpg,561.24,17.67,4.66,True,False,True
35,35,35.jpg,566.56,18.51,4.81,False,False,True
36,36,36.jpg,561.85,18.65,4.83,False,False,True
37,37,37.jpg,573.88,18.64,4.85,False,False,True
38,38,38.jpg,568.35,18.73,4.89,False,False,True
39,39,39.jpg,564.91,18.99,4.90,False,False,True
40,40,40.jpg,558.48,18.82,4.87,False,False,True
41,41,41.jpg,567.86,18.85,4.89,False,False,True
42,42,42.jpg,564.85,18.76,4.86,False,False,True
43,43,43.jpg,562.15,18.70,4.88,False,False,True
