timestamp,iteration,step,data_size,details
2025-05-30T16:10:06.557613,1,evaluation_data_before,18328,"{'columns': ['video', 'frame', 'owl_label', 'finetuned_embedding'], 'filename': 'iteration_1_evaluation_data_before.csv'}"
2025-05-30T16:10:06.703564,1,evaluation_data_after,18328,"{'exclusions_applied': 0, 'columns': ['video', 'frame', 'owl_label', 'finetuned_embedding'], 'filename': 'iteration_1_evaluation_data_after.csv'}"
2025-05-30T16:10:22.886016,1,false_positives_extracted,88,"{'filename': 'iteration_1_false_positives_extracted.csv', 'classes_with_fps': ['TemPad', ""Sylvie's machete"", 'TVA Prisoner Uniform', 'TimeSpear', 'Aligator Loki Plushie', ""Loki's Variant uniform"", 'TVA Collar', ""Ravonna Renslayer's Uniform"", ""Loki's Armor"", ""Sylvie's horned headpiece"", 'Time Stick', ""Loki's dagger"", 'Boastful Loki Armor', 'TVA Monitor', ""Sylvie's Armor""]}"
2025-05-30T16:10:22.923170,1,exclusions_added,15,"{'filename': 'iteration_1_exclusions_added.csv', 'classes_excluded': ['not_Aligator Loki Plushie', 'not_Boastful Loki Armor', ""not_Loki's Armor"", ""not_Loki's Variant uniform"", ""not_Loki's dagger"", ""not_Ravonna Renslayer's Uniform"", ""not_Sylvie's Armor"", ""not_Sylvie's horned headpiece"", ""not_Sylvie's machete"", 'not_TVA Collar', 'not_TVA Monitor', 'not_TVA Prisoner Uniform', 'not_TemPad', 'not_Time Stick', 'not_TimeSpear']}"
2025-05-30T16:10:23.072598,2,evaluation_data_before,18328,"{'columns': ['video', 'frame', 'owl_label', 'finetuned_embedding'], 'filename': 'iteration_2_evaluation_data_before.csv'}"
2025-05-30T16:10:23.260353,2,evaluation_data_after,12433,"{'exclusions_applied': 5895, 'columns': ['video', 'frame', 'owl_label', 'finetuned_embedding'], 'filename': 'iteration_2_evaluation_data_after.csv'}"
2025-05-30T16:10:39.258659,2,false_positives_extracted,67,"{'filename': 'iteration_2_false_positives_extracted.csv', 'classes_with_fps': [""Sylvie's machete"", 'TemPad', 'TVA Prisoner Uniform', 'TimeSpear', 'Aligator Loki Plushie', 'TVA Collar', ""Ravonna Renslayer's Uniform"", ""Loki's dagger"", ""Loki's Variant uniform"", ""Sylvie's horned headpiece"", ""Loki's Armor"", 'Kid Loki Armor', 'Boastful Loki Armor']}"
2025-05-30T16:10:39.296548,2,exclusions_added,13,"{'filename': 'iteration_2_exclusions_added.csv', 'classes_excluded': ['not_Aligator Loki Plushie', 'not_Boastful Loki Armor', 'not_Kid Loki Armor', ""not_Loki's Armor"", ""not_Loki's Variant uniform"", ""not_Loki's dagger"", ""not_Ravonna Renslayer's Uniform"", ""not_Sylvie's horned headpiece"", ""not_Sylvie's machete"", 'not_TVA Collar', 'not_TVA Prisoner Uniform', 'not_TemPad', 'not_TimeSpear']}"
