iteration,timestamp,f1_score,precision,recall,tp,fp,fn,tn,exclusions_added_this_iteration,training_data_size,evaluation_samples
1,2025-05-30T14:29:17.219475,0.0,0.0,0.0,0,0,136,1682,0,63,1818
2,2025-05-30T14:29:43.753358,0.0,0.0,0.0,0,0,136,1682,0,63,1818
